169
1.40137	10	1.40137
1.40137	10	2.80273
1.40137	10	4.2041
1.40137	10	5.60546
1.40137	10	7.00683
1.40137	10	8.4082
1.40137	10	9.80956
1.40137	10	11.2109
1.40137	10	12.6123
1.40137	10	14.0137
1.40137	10	15.415
1.40137	10	16.8164
1.40137	10	18.2178
2.80273	10	1.40137
2.80273	10	2.80273
2.80273	10	4.2041
2.80273	10	5.60546
2.80273	10	7.00683
2.80273	10	8.4082
2.80273	10	9.80956
2.80273	10	11.2109
2.80273	10	12.6123
2.80273	10	14.0137
2.80273	10	15.415
2.80273	10	16.8164
2.80273	10	18.2178
4.2041	10	1.40137
4.2041	10	2.80273
4.2041	10	4.2041
4.2041	10	5.60546
4.2041	10	7.00683
4.2041	10	8.4082
4.2041	10	9.80956
4.2041	10	11.2109
4.2041	10	12.6123
4.2041	10	14.0137
4.2041	10	15.415
4.2041	10	16.8164
4.2041	10	18.2178
5.60546	10	1.40137
5.60546	10	2.80273
5.60546	10	4.2041
5.60546	10	5.60546
5.60546	10	7.00683
5.60546	10	8.4082
5.60546	10	9.80956
5.60546	10	11.2109
5.60546	10	12.6123
5.60546	10	14.0137
5.60546	10	15.415
5.60546	10	16.8164
5.60546	10	18.2178
7.00683	10	1.40137
7.00683	10	2.80273
7.00683	10	4.2041
7.00683	10	5.60546
7.00683	10	7.00683
7.00683	10	8.4082
7.00683	10	9.80956
7.00683	10	11.2109
7.00683	10	12.6123
7.00683	10	14.0137
7.00683	10	15.415
7.00683	10	16.8164
7.00683	10	18.2178
8.4082	10	1.40137
8.4082	10	2.80273
8.4082	10	4.2041
8.4082	10	5.60546
8.4082	10	7.00683
8.4082	10	8.4082
8.4082	10	9.80956
8.4082	10	11.2109
8.4082	10	12.6123
8.4082	10	14.0137
8.4082	10	15.415
8.4082	10	16.8164
8.4082	10	18.2178
9.80956	10	1.40137
9.80956	10	2.80273
9.80956	10	4.2041
9.80956	10	5.60546
9.80956	10	7.00683
9.80956	10	8.4082
9.80956	10	9.80956
9.80956	10	11.2109
9.80956	10	12.6123
9.80956	10	14.0137
9.80956	10	15.415
9.80956	10	16.8164
9.80956	10	18.2178
11.2109	10	1.40137
11.2109	10	2.80273
11.2109	10	4.2041
11.2109	10	5.60546
11.2109	10	7.00683
11.2109	10	8.4082
11.2109	10	9.80956
11.2109	10	11.2109
11.2109	10	12.6123
11.2109	10	14.0137
11.2109	10	15.415
11.2109	10	16.8164
11.2109	10	18.2178
12.6123	10	1.40137
12.6123	10	2.80273
12.6123	10	4.2041
12.6123	10	5.60546
12.6123	10	7.00683
12.6123	10	8.4082
12.6123	10	9.80956
12.6123	10	11.2109
12.6123	10	12.6123
12.6123	10	14.0137
12.6123	10	15.415
12.6123	10	16.8164
12.6123	10	18.2178
14.0137	10	1.40137
14.0137	10	2.80273
14.0137	10	4.2041
14.0137	10	5.60546
14.0137	10	7.00683
14.0137	10	8.4082
14.0137	10	9.80956
14.0137	10	11.2109
14.0137	10	12.6123
14.0137	10	14.0137
14.0137	10	15.415
14.0137	10	16.8164
14.0137	10	18.2178
15.415	10	1.40137
15.415	10	2.80273
15.415	10	4.2041
15.415	10	5.60546
15.415	10	7.00683
15.415	10	8.4082
15.415	10	9.80956
15.415	10	11.2109
15.415	10	12.6123
15.415	10	14.0137
15.415	10	15.415
15.415	10	16.8164
15.415	10	18.2178
16.8164	10	1.40137
16.8164	10	2.80273
16.8164	10	4.2041
16.8164	10	5.60546
16.8164	10	7.00683
16.8164	10	8.4082
16.8164	10	9.80956
16.8164	10	11.2109
16.8164	10	12.6123
16.8164	10	14.0137
16.8164	10	15.415
16.8164	10	16.8164
16.8164	10	18.2178
18.2178	10	1.40137
18.2178	10	2.80273
18.2178	10	4.2041
18.2178	10	5.60546
18.2178	10	7.00683
18.2178	10	8.4082
18.2178	10	9.80956
18.2178	10	11.2109
18.2178	10	12.6123
18.2178	10	14.0137
18.2178	10	15.415
18.2178	10	16.8164
18.2178	10	18.2178
